pod,namespace,service,window_end,error_rate,log_volume,unique_error_types,cpu_millicores,memory_mi,error_rate_delta,log_volume_delta
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:45:42Z,0.0,66,0,0.67,32.45,0.0,14
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:45:42Z,0.0,42,0,1.24,33.85,0.0,-3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:45:42Z,0.0,80,0,1.39,34.39,0.0,-10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:45:42Z,0.0,72,0,0.89,27.61,0.0,-12
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:45:42Z,0.0,75,0,0.94,35.59,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:45:42Z,0.0,30,0,1.25,26.64,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:45:42Z,0.0,51,0,1.13,34.22,0.0,3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:46:49Z,0.0,66,0,0.77,32.45,0.0,0
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:46:49Z,0.0,48,0,1.1,33.85,0.0,6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:46:49Z,0.0,80,0,1.27,34.39,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:46:49Z,0.0,66,0,0.81,27.61,0.0,-6
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:46:49Z,0.0,65,0,1.09,35.59,0.0,-10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:46:49Z,0.0,29,0,1.28,26.65,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:46:49Z,0.0,39,0,1.27,34.22,0.0,-12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:47:56Z,0.0,74,0,0.77,32.45,0.0,8
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:47:56Z,0.0,51,0,1.32,33.86,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:47:56Z,0.0,85,0,1.19,34.39,0.0,5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:47:56Z,0.0,64,0,0.79,27.61,0.0,-2
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:47:56Z,0.0,70,0,1.19,35.59,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:47:56Z,0.0,30,0,1.27,26.65,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:47:56Z,0.0,39,0,1.12,34.22,0.0,0
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:49:03Z,0.0,59,0,0.8,32.45,0.0,-15
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:49:03Z,0.0,48,0,1.28,33.85,0.0,-3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:49:03Z,0.0,85,0,1.45,34.39,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:49:03Z,0.0,68,0,0.81,27.62,0.0,4
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:49:03Z,0.0,50,0,1.1,35.61,0.0,-20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:49:03Z,0.0,27,0,1.36,26.66,0.0,-3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:49:03Z,0.0,33,0,1.25,34.24,0.0,-6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:50:09Z,0.0,65,0,0.69,32.46,0.0,6
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:50:09Z,0.0,42,0,1.08,33.86,0.0,-6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:50:09Z,0.0,55,0,1.13,34.39,0.0,-30
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:50:09Z,0.0,78,0,0.72,27.61,0.0,10
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:50:09Z,0.0,105,0,0.91,35.59,0.0,55
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:50:09Z,0.0,32,0,1.11,26.64,0.0,5
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:50:09Z,0.0,54,0,0.99,34.22,0.0,21
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:51:16Z,0.0,66,0,0.74,32.45,0.0,1
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:51:16Z,0.0,39,0,1.19,33.86,0.0,-3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:51:16Z,0.0,95,0,0.92,34.39,0.0,40
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:51:16Z,0.0,76,0,0.79,27.61,0.0,-2
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:51:16Z,0.0,70,0,1.42,35.59,0.0,-35
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:51:16Z,0.0,32,0,1.25,26.65,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:51:16Z,0.0,57,0,1.18,34.22,0.0,3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:52:23Z,0.0,65,0,0.67,32.45,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:52:23Z,0.0,33,0,1.23,33.85,0.0,-6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:52:23Z,0.0,80,0,1.42,34.39,0.0,-15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:52:23Z,0.0,64,0,0.94,27.61,0.0,-12
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:52:23Z,0.0,60,0,1.07,35.59,0.0,-10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:52:23Z,0.0,28,0,1.32,26.65,0.0,-4
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:52:23Z,0.0,51,0,1.3,34.22,0.0,-6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:53:29Z,0.0,77,0,0.88,32.45,0.0,12
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:53:29Z,0.0,45,0,0.72,33.85,0.0,12
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:53:29Z,0.0,90,0,1.37,34.39,0.0,10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:53:29Z,0.0,56,0,0.66,27.61,0.0,-8
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:53:29Z,0.0,55,0,0.96,35.59,0.0,-5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:53:29Z,0.0,29,0,1.21,26.65,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:53:29Z,0.0,42,0,1.58,34.22,0.0,-9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:54:36Z,0.0,68,0,0.88,32.45,0.0,-9
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:54:36Z,0.0,42,0,1.37,33.86,0.0,-3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:54:36Z,0.0,70,0,1.51,34.39,0.0,-20
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:54:36Z,0.0,65,0,0.71,27.61,0.0,9
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:54:36Z,0.0,80,0,0.86,35.59,0.0,25
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:54:36Z,0.0,29,0,1.23,26.64,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:54:36Z,0.0,48,0,1.01,34.22,0.0,6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:55:43Z,0.0,66,0,0.83,32.45,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:55:43Z,0.0,45,0,1.16,33.85,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:55:43Z,0.0,75,0,0.9,34.38,0.0,5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:55:43Z,0.0,68,0,0.7,27.61,0.0,3
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:55:43Z,0.0,75,0,1.49,35.59,0.0,-5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:55:43Z,0.0,30,0,1.26,26.64,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:55:43Z,0.0,45,0,1.23,34.22,0.0,-3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:56:49Z,0.0,71,0,0.76,32.45,0.0,5
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:56:49Z,0.0,57,0,1.35,33.86,0.0,12
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:56:49Z,0.0,65,0,1.31,34.39,0.0,-10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:56:49Z,0.0,63,0,0.9,27.61,0.0,-5
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:56:49Z,0.0,85,0,1.21,35.59,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:56:49Z,0.0,29,0,1.38,26.65,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:56:49Z,0.0,33,0,1.17,34.22,0.0,-12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:57:56Z,0.0,73,0,0.86,32.45,0.0,2
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:57:56Z,0.0,48,0,1.48,33.86,0.0,-9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:57:56Z,0.0,70,0,1.06,34.38,0.0,5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:57:56Z,0.0,65,0,0.7,27.61,0.0,2
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:57:56Z,0.0,90,0,1.3,35.59,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:57:56Z,0.0,31,0,1.26,26.65,0.0,2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:57:56Z,0.0,47,0,0.89,34.22,0.0,14
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:59:03Z,0.0,94,0,0.94,32.45,0.0,21
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:59:03Z,0.0,48,0,1.16,33.86,0.0,0
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:59:03Z,0.0,45,0,1.11,34.38,0.0,-25
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:59:03Z,0.0,40,0,0.64,27.61,0.0,-25
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:59:03Z,0.0,95,0,1.27,35.59,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:59:03Z,0.0,28,0,1.32,26.65,0.0,-3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:59:03Z,0.0,36,0,1.28,34.24,0.0,-11
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:00:09Z,0.0,69,0,1.02,32.45,0.0,-25
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:00:09Z,0.0,33,0,1.19,33.85,0.0,-15
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:00:09Z,0.0,80,0,0.93,34.38,0.0,35
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:00:09Z,0.0,72,0,0.43,27.61,0.0,32
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:00:09Z,0.0,75,0,1.2,35.59,0.0,-20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:00:09Z,0.0,31,0,1.14,26.64,0.0,3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:00:09Z,0.0,60,0,0.93,34.22,0.0,24
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:01:16Z,0.0,78,0,0.83,32.45,0.0,9
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:01:16Z,0.0,72,0,1.15,33.85,0.0,39
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:01:16Z,0.0,90,0,1.28,34.39,0.0,10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:01:16Z,0.0,71,0,0.72,27.61,0.0,-1
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:01:16Z,0.0,80,0,1.1,35.59,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:01:16Z,0.0,35,0,1.25,26.65,0.0,4
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:01:16Z,0.0,30,0,1.23,34.22,0.0,-30
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:02:23Z,0.0,60,0,0.93,32.45,0.0,-18
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:02:23Z,0.0,45,0,1.64,33.86,0.0,-27
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:02:23Z,0.0,75,0,1.21,34.39,0.0,-15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:02:23Z,0.0,76,0,0.76,27.61,0.0,5
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:02:23Z,0.0,75,0,1.35,35.59,0.0,-5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:02:23Z,0.0,28,0,1.4,26.65,0.0,-7
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:02:23Z,0.0,42,0,0.93,34.22,0.0,12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:03:30Z,0.0,71,0,0.69,32.45,0.0,11
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:03:30Z,0.0,63,0,1.39,33.86,0.0,18
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:03:30Z,0.0,90,0,1.13,34.38,0.0,15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:03:30Z,0.0,79,0,0.89,27.61,0.0,3
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:03:30Z,0.0,80,0,1.22,35.59,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:03:30Z,0.0,34,0,1.3,26.64,0.0,6
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:03:30Z,0.0,39,0,1.0,34.22,0.0,-3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:04:36Z,0.0,65,0,0.83,32.45,0.0,-6
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:04:36Z,0.0,24,0,1.49,33.86,0.0,-39
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:04:36Z,0.0,75,0,1.48,34.39,0.0,-15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:04:36Z,0.0,71,0,0.88,27.61,0.0,-8
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:04:36Z,0.0,65,0,1.21,35.59,0.0,-15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:04:36Z,0.0,29,0,1.47,26.65,0.0,-5
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:04:36Z,0.0,60,0,1.25,34.22,0.0,21
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:05:43Z,0.0,77,0,0.75,32.45,0.0,12
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:05:43Z,0.0,57,0,0.81,33.85,0.0,33
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:05:43Z,0.0,75,0,1.06,34.38,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:05:43Z,0.0,64,0,0.71,27.61,0.0,-7
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:05:43Z,0.0,75,0,1.16,35.59,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:05:43Z,0.0,31,0,1.14,26.65,0.0,2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:05:43Z,0.0,36,0,1.37,34.22,0.0,-24
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:06:50Z,0.0,69,0,0.93,32.45,0.0,-8
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:06:50Z,0.0,36,0,1.38,33.86,0.0,-21
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:06:50Z,0.0,65,0,1.23,34.39,0.0,-10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:06:50Z,0.0,62,0,0.63,27.61,0.0,-2
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:06:50Z,0.0,75,0,1.17,35.59,0.0,0
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:06:50Z,0.0,28,0,1.3,26.65,0.0,-3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:06:50Z,0.0,48,0,1.03,34.22,0.0,12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:07:56Z,0.0,63,0,0.75,32.44,0.0,-6
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:07:56Z,0.0,39,0,0.94,33.85,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:07:56Z,0.0,75,0,1.17,34.38,0.0,10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:07:56Z,0.0,79,0,0.76,27.61,0.0,17
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:07:56Z,0.0,75,0,1.12,35.59,0.0,0
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:07:56Z,0.0,30,0,1.24,26.64,0.0,2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:07:56Z,0.0,51,0,1.34,34.22,0.0,3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:09:03Z,0.0,60,0,0.67,32.44,0.0,-3
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:09:03Z,0.0,42,0,1.28,33.86,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:09:03Z,0.0,80,0,1.08,34.38,0.0,5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:09:03Z,0.0,72,0,0.88,27.61,0.0,-7
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:09:03Z,0.0,60,0,1.34,35.59,0.0,-15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:09:03Z,0.0,28,0,1.28,26.64,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:09:03Z,0.0,42,0,1.17,34.22,0.0,-9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:10:10Z,0.0,73,0,0.82,32.44,0.0,13
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:10:10Z,0.0,51,0,1.1,33.85,0.0,9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:10:10Z,0.0,80,0,1.58,34.39,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:10:10Z,0.0,66,0,0.79,27.61,0.0,-6
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:10:10Z,0.0,75,0,0.9,35.59,0.0,15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:10:10Z,0.0,31,0,1.31,26.65,0.0,3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:10:10Z,0.0,42,0,1.41,34.22,0.0,0
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:11:16Z,0.0,68,0,0.86,32.44,0.0,-5
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:11:16Z,0.0,48,0,1.38,33.86,0.0,-3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:11:16Z,0.0,55,0,1.28,34.39,0.0,-25
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:11:16Z,0.0,76,0,0.76,27.61,0.0,10
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:11:16Z,0.0,105,0,1.17,35.59,0.0,30
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:11:16Z,0.0,32,0,1.33,26.65,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:11:16Z,0.0,48,0,1.24,34.22,0.0,6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:12:23Z,0.0,68,0,0.77,32.44,0.0,0
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:12:23Z,0.0,33,0,1.41,33.86,0.0,-15
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:12:23Z,0.0,105,0,1.05,34.38,0.0,50
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:12:23Z,0.0,78,0,0.88,27.61,0.0,2
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:12:23Z,0.0,60,0,1.53,35.59,0.0,-45
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:12:23Z,0.0,33,0,1.37,26.65,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:12:23Z,0.0,66,0,1.17,34.22,0.0,18
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:13:30Z,0.0,58,0,0.77,32.44,0.0,-10
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:13:30Z,0.0,39,0,0.74,33.86,0.0,6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:13:30Z,0.0,70,0,1.54,34.39,0.0,-35
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:13:30Z,0.0,77,0,0.77,27.61,0.0,-1
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:13:30Z,0.0,75,0,0.75,35.59,0.0,15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:13:30Z,0.0,29,0,1.24,26.65,0.0,-4
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:13:30Z,0.0,45,0,1.54,34.23,0.0,-21
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:14:36Z,0.0,60,0,0.69,32.44,0.0,2
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:14:36Z,0.0,36,0,1.32,33.86,0.0,-3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:14:36Z,0.0,80,0,1.1,34.38,0.0,10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:14:37Z,0.0,87,0,0.87,27.61,0.0,10
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:14:37Z,0.0,85,0,1.29,35.59,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:14:37Z,0.0,33,0,1.3,26.65,0.0,4
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T13:14:37Z,0.0,63,0,1.17,34.23,0.0,18
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T13:15:43Z,0.0,63,0,0.77,32.44,0.0,3
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T13:15:43Z,0.0,30,0,0.93,33.86,0.0,-6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T13:15:43Z,0.0,75,0,1.2,34.38,0.0,-5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T13:15:43Z,0.0,71,0,0.84,27.61,0.0,-16
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T13:15:43Z,0.0,65,0,1.27,35.59,0.0,-20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T13:15:43Z,0.0,29,0,1.28,26.65,0.0,-4
